﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.6664,0,14,14,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.7128,0,15,15,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.7127,0,16,16,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.6788,0,17,17,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.6006,0,18,18,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.9518,0,19,19,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.5134,0,20,20,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.9394,0,21,21,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.5998,0,22,22,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.7414,0,23,23,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.6595,0,24,24,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.4265,0,25,25,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,0,0.428,0,26,26,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.8979,0,27,27,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.8755,0,28,28,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,1.4299,0,29,29,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.6662,0,30,30,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,1.1386,0,31,31,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.6795,0,32,32,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.6466,0,33,33,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.6989,0,34,34,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.6235,0,35,35,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,e,1,0.7136,0,36,36,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,0,0.4501,0,37,37,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,i,1,0.6239,0,38,38,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,0,,0,39,39,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,space,10.0991,i,1,0.8918,0,0,0,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.9749,0,1,1,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.6626,0,2,2,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5003,0,3,3,71,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.9174,0,4,4,73,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.6313,0,5,5,28,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.6168,0,6,6,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5178,0,7,7,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5409,0,8,8,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.4599,0,9,9,3,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.73,0,10,10,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5438,0,11,11,62,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,1.085,0,12,12,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,0,0.4423,0,13,13,58,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.6693,0,14,14,11,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5792,0,15,15,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.4834,0,16,16,68,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.7293,0,17,17,59,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.5952,0,18,18,66,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.6321,0,19,19,34,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.9623,0,20,20,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.5392,0,21,21,65,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.7832,0,22,22,78,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.4989,0,23,23,7,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.685,0,24,24,12,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.6827,0,25,25,61,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.7809,0,26,26,72,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5978,0,27,27,16,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5686,0,28,28,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.8809,0,29,29,29,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.6487,0,30,30,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.8166,0,31,31,54,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.5335,0,32,32,26,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.5079,0,33,33,35,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.7764,0,34,34,36,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,e,1,0.6954,0,35,35,14,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.5983,0,36,36,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_14h44.36.597,IAT(Formal),2021.2.3,Win32,60.0024001,,,,,,,,,,,,,,,i,1,0.5504,0,37,37,79,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
