﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_t1.rt,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6158,0,6,6,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.502,0,7,7,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6612,0,8,8,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.8245,0,9,9,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.707,0,10,10,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6086,0,11,11,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.5484,0,12,12,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.494,0,13,13,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.6305,0,14,14,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4055,0,15,15,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.5766,0,16,16,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4368,0,17,17,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.4874,0,18,18,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,0,0.8559,0,19,19,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.764,0,20,20,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4583,0,21,21,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.4978,0,22,22,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.8224,0,23,23,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6389,0,24,24,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,0,0.7572,0,25,25,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.6473,0,26,26,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6236,0,27,27,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6682,0,28,28,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4208,0,29,29,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4401,0,30,30,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.5778,0,31,31,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6296,0,32,32,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4846,0,33,33,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.5435,0,34,34,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,i,1,0.6319,0,35,35,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.692,0,36,36,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4808,0,37,37,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.557,0,38,38,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,e,1,0.4807,0,39,39,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,space,197.172,,0,0,0,0,28,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,1,1,2,1,我们,e,1.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,2,2,42,1,凶狠,i,0.6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,3,3,18,1,勤奋,e,0.6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,4,4,39,1,冒失,i,0.7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,5,5,60,1,我,e,0.4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,6,6,71,1,我的,e,0.4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,7,7,37,1,傲慢,i,0.4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,0,8,8,69,1,其他,i,0.4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,0,0,9,9,67,1,他的,i,0.4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,10,10,58,1,他人,i,0.5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,11,11,78,1,他人,i,0.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,12,12,47,1,固执,i,0.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,13,13,20,1,认真,e,1.1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,14,14,70,1,我,e,0.5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,15,15,73,1,自己,e,0.4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,16,16,26,1,冷静,e,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,17,17,22,1,无私,e,0.5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,18,18,30,1,卑鄙,i,0.6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,19,19,75,1,他,i,0.5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,20,20,48,1,轻率,i,0.6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,21,21,61,1,我的,e,0.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,22,22,1,1,我的,e,0.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,23,23,53,1,自己,e,0.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,24,24,49,1,下贱,i,0.6954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,25,25,11,1,崇高,e,0.6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,26,26,5,1,他,i,0.5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,27,27,59,1,其他,i,0.5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,28,28,13,1,杰出,e,0.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,29,29,17,1,勇敢,e,0.5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,30,30,12,1,聪明,e,0.5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,31,31,33,1,刻薄,i,0.5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,32,32,65,1,他,i,0.6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,33,33,4,1,俺,e,0.6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,34,34,0,1,我,e,0.4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,e,1,0,35,35,23,1,公正,e,0.5797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-02_15h43.15.834,IAT(Formal),2021.2.3,Win32,142.8571429,,,,,,,,,,,,,,,i,1,0,36,36,55,1,他,i,0.4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
