﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_iso_reverse.rt,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_t2_Practice.rt,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,space,1.4112,e,1,1.0839,0,0,0,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.4982,0,1,1,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.4358,0,2,2,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.5835,0,3,3,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.635,0,4,4,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.8011,0,5,5,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.6347,0,6,6,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.9175,0,7,7,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.6168,0,8,8,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.5839,0,9,9,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.5702,0,10,10,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.9172,0,11,11,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,1.401,0,12,12,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.6675,0,13,13,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.7007,0,14,14,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.6349,0,15,15,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,1.0339,0,16,16,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.6507,0,17,17,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.6673,0,18,18,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.7358,0,19,19,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.7858,0,20,20,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,0,,0,21,21,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.6848,0,22,22,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,1.2667,0,23,23,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,1.0312,0,24,24,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.6716,0,25,25,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.69,0,26,26,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.5492,0,27,27,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.5586,0,28,28,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.516,0,29,29,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.5646,0,30,30,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.6468,0,31,31,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.4864,0,32,32,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,0,0.508,0,33,33,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,0,0.7547,0,34,34,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.8036,0,35,35,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.5889,0,36,36,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.7255,0,37,37,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,e,1,0.7167,0,38,38,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,i,1,0.8267,0,39,39,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,space,3.9046,i,1,0.6698,0,0,0,46,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5482,0,1,1,47,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.4531,0,2,2,63,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6432,0,3,3,20,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.7431,0,4,4,48,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5669,0,5,5,41,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,0,0.5412,0,6,6,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.5394,0,7,7,52,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6227,0,8,8,19,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6868,0,9,9,35,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5357,0,10,10,59,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.666,0,11,11,23,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.5239,0,12,12,18,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6668,0,13,13,30,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,0,0.5493,0,14,14,22,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6068,0,15,15,42,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6552,0,16,16,21,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.5355,0,17,17,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6507,0,18,18,34,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.7668,0,19,19,54,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6086,0,20,20,39,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5428,0,21,21,56,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,0,0.5399,0,22,22,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6837,0,23,23,72,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,0,0.5305,0,24,24,75,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.6079,0,25,25,37,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6957,0,26,26,11,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.6919,0,27,27,14,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5985,0,28,28,44,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5733,0,29,29,45,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.7705,0,30,30,33,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5198,0,31,31,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,0,0.6251,0,32,32,7,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.732,0,33,33,24,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,e,1,0.4924,0,34,34,50,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.8328,0,35,35,77,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,1,2025-01-02_11h27.01.859,IAT(Formal),2021.2.3,Win32,117.6470588,,,,,,,,,,,,,,,,i,1,0.5032,0,36,36,55,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
