﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_resp_t2.rt,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,space,6.7268,i,1,0.691,0,0,0,21,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.459,0,1,1,4,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5386,0,2,2,23,1,刻薄,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.5861,0,3,3,8,1,勤奋,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,1.0585,0,4,4,35,1,猖狂,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.8267,0,5,5,10,1,认真,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.7485,0,6,6,15,1,细腻,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.6414,0,7,7,31,1,散漫,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.639,0,8,8,7,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5925,0,9,9,30,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.4577,0,10,10,34,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5291,0,11,11,28,1,鲁莽,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.4404,0,12,12,9,1,机智,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,0,0.3964,0,13,13,26,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,1.0079,0,14,14,18,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.6462,0,15,15,20,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.6514,0,16,16,19,1,诚恳,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.7847,0,17,17,24,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.526,0,18,18,27,1,傲慢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.6018,0,19,19,25,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5283,0,20,20,32,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.9695,0,21,21,12,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,1.0183,0,22,22,16,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5089,0,23,23,38,1,轻率,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.8227,0,24,24,17,1,热情,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.6611,0,25,25,3,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5744,0,26,26,36,1,野蛮,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.7513,0,27,27,13,1,公正,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5908,0,28,28,37,1,固执,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5565,0,29,29,22,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.4306,0,30,30,2,1,聪明,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.5951,0,31,31,5,1,诚实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.5916,0,32,32,14,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.4388,0,33,33,33,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.8109,0,34,34,1,1,崇高,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.6891,0,35,35,0,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.6267,0,36,36,39,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.584,0,37,37,6,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,e,1,0.7116,0,38,38,11,1,稳重,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,i,1,0.5862,0,39,39,29,1,冒失,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,space,9.1338,e,1,0.7602,0,0,0,14,1,乐观,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.51,0,1,1,10,1,优秀,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.4309,0,2,2,28,1,活泼,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5324,0,3,3,58,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6284,0,4,4,49,1,下贱,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6605,0,5,5,32,1,愚蠢,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5316,0,6,6,8,1,他人,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6836,0,7,7,75,1,他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5982,0,8,8,52,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,0,0.9674,0,9,9,62,1,我们,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.602,0,10,10,16,1,正直,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.4149,0,11,11,17,1,勇敢,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.7443,0,12,12,69,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.4965,0,13,13,64,1,俺,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6946,0,14,14,66,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.7428,0,15,15,22,1,无私,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6876,0,16,16,76,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5375,0,17,17,3,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5929,0,18,18,30,1,卑鄙,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.549,0,19,19,24,1,朴实,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6469,0,20,20,67,1,他的,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5698,0,21,21,61,1,我的,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5928,0,22,22,13,1,杰出,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6286,0,23,23,34,1,悲观,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5645,0,24,24,26,1,冷静,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.6045,0,25,25,6,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,0,0.361,0,26,26,35,1,消极,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,1.0446,0,27,27,56,1,他们,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5994,0,28,28,42,1,凶狠,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.4474,0,29,29,44,1,暴躁,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.4937,0,30,30,79,1,其他,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.7875,0,31,31,43,1,自私,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.6101,0,32,32,73,1,自己,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,1.143,0,33,33,31,1,虚伪,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5981,0,34,34,40,1,执拗,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,e,1,0.5431,0,35,35,70,1,我,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,001,2025-01-12_22h04.54.172,IAT(Formal),2021.2.3,Win32,59.17159763,,,,,,,,,,,,,,,i,1,0.5313,0,36,36,36,1,自卑,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
